"account_type","account_class","account_group","account","account_number"
"Non-Personnel","Information Technology","IT Group 2","Hardware/Software - Discretionary","513104"
"Non-Personnel","Information Technology","IT Group 3","Amris Allocation","513202"
"Non-Personnel","Information Technology","IT Group 3","Auditors Year End Adjustment","513206"
"Non-Personnel","Information Technology","IT Group 3","Cyber Security (Non-Discretionary)","513214"
"Non-Personnel","Information Technology","IT Group 3","Data Center","513211"
"Non-Personnel","Information Technology","IT Group 3","Enterprise GIS - Fixed","513201"
"Non-Personnel","Information Technology","IT Group 3","Financial Systems","513203"
"Non-Personnel","Information Technology","IT Group 3","Help Desk and Desktop Support","513210"
"Non-Personnel","Information Technology","IT Group 3","IT Application Services","513213"
"Non-Personnel","Information Technology","IT Group 3","IT Quarterly Report Adjustment","513208"
"Non-Personnel","Information Technology","IT Group 3","IT Year-End Close Adjustment","513207"
"Non-Personnel","Information Technology","IT Group 3","MS Office Licensing - Fixed","513209"
"Non-Personnel","Information Technology","IT Group 3","OPIS Maintenance","513205"
"Non-Personnel","Information Technology","IT Group 3","TIMS","513204"
"Non-Personnel","Information Technology","IT Group 3","Voice/Data Network","513212"
"Non-Personnel","Information Technology","IT Group 4","Investment Projects-Hardware/Software","513301"
"Non-Personnel","Information Technology","IT Group 4","Investment Projects-Labor","513302"
"Non-Personnel","Information Technology","IT Group 5","Central Support - Fixed","513402"
"Non-Personnel","Information Technology","IT Group 5","Computer Services - Fixed","513401"
"Non-Personnel","Information Technology","IT Group 5","Document Management Services - Fixed","513405"
"Non-Personnel","Information Technology","IT Group 5","INet Services - Fixed","513404"
"Non-Personnel","Information Technology","IT Group 5","Network Access - Fixed","513403"
"Non-Personnel","Information Technology","IT Group 5","SDDPC Procurement Services","513407"
"Non-Personnel","Information Technology","IT Group 5","Telephone Services - Fixed","513406"
"Non-Personnel","Other","Other","Business Tax Refunds","516018"
"Non-Personnel","Other","Other","Capital Lease-Sales Tax","516017"
"Non-Personnel","Other","Other","Cashier Shortages","516000"
"Non-Personnel","Other","Other","Discount Loss","516001"
"Non-Personnel","Other","Other","Gain/Loss on Sale of Land (Full)","516002"
"Non-Personnel","Other","Other","Goods Issue Auto Account Determination","516003"
"Non-Personnel","Other","Other","Grant IDC Expense Account","516004"
"Non-Personnel","Other","Other","Lateral Police Officer II Incentive","516058"
"Non-Personnel","Other","Other","Maintenance Assessment Districts Administration","516024"
"Non-Personnel","Other","Other","Other Quarterly Report Adjustment","516034"
"Non-Personnel","Other","Other","Other Year-End Close Adjustment","516029"
"Non-Personnel","Other","Other","P-Card Unallocated Expense (Comptroller Use Only)","516046"
"Non-Personnel","Other","Other","Police Management Incentive","516063"
"Non-Personnel","Other","Other","Police Officer Recruitment Incentive","516059"
"Non-Personnel","Other","Other","Preservation of Benefits Expense","516030"
"Non-Personnel","Other","Other","Recruitment Incentives","516064"
"Non-Personnel","Other","Other","Revegetation Projects-Post CIP","516045"
"Non-Personnel","Other","Other","SD Works Cash Awards","516047"
"Non-Personnel","Other","Other","SD Works Nominal Cash Awards","516048"
"Non-Personnel","Other","Other","Taxes-Assessments","516009"
"Non-Personnel","Other","Other","Taxes-In Lieu","516010"
"Non-Personnel","Other","Other","Taxes-Real Estate","516011"
"Non-Personnel","Other","Other","Taxes-Sales/Use Tax","516012"
"Non-Personnel","Other","Other","Taxes-UU Surcharge Construction","516013"
"Non-Personnel","Other","Other","Transfer of Cash-Commercial Paper Princi","516055"
"Non-Personnel","Other","Other","Transfer of Cash-Loan Interest","516060"
"Non-Personnel","Other","Other","Transfer of Cash-Loan Principal","516061"
"Non-Personnel","Other","Other","Transfers To Escrow Agent - Other Financing (Mod)","516031"
"Non-Personnel","Other","Other","Transportation Allowance","516015"
"Non-Personnel","Other","Other","Transportation Incentives","516016"
"Non-Personnel","Reserves","Reserves","Appropriated Reserve","518001"
"Non-Personnel","Reserves","Reserves","Reserve Contribution","518002"
"Non-Personnel","Supplies","Supplies","Abrasives","511050"
"Non-Personnel","Supplies","Supplies","Accessories-Motive Fitting","511126"
"Non-Personnel","Supplies","Supplies","Air Conditioning Units","511105"
"Non-Personnel","Supplies","Supplies","Ammunition","511060"
"Non-Personnel","Supplies","Supplies","Asbesto Abatement Supplies","511066"
"Non-Personnel","Supplies","Supplies","Asbestos Laboratory","511067"
"Non-Personnel","Supplies","Supplies","Asbestos Medical Examinations","511068"
"Non-Personnel","Supplies","Supplies","Asbestos Personal Protection Supplies","511065"
"Non-Personnel","Supplies","Supplies","Asphaltic Road Materials","511090"
"Non-Personnel","Supplies","Supplies","Audio Equip Repair & Parts","511096"
"Non-Personnel","Supplies","Supplies","Audio Visual","511017"
"Non-Personnel","Supplies","Supplies","Auditor Year End Adj","511132"
"Non-Personnel","Supplies","Supplies","Aud Yr End Adjust","511129"
"Non-Personnel","Supplies","Supplies","Auto Repair Supplies","511093"
"Non-Personnel","Supplies","Supplies","Backflows","511070"
"Non-Personnel","Supplies","Supplies","Batteries","511075"
"Non-Personnel","Supplies","Supplies","Binding Materials","511043"
"Non-Personnel","Supplies","Supplies","Book Jackets","511044"
"Non-Personnel","Supplies","Supplies","Books","511014"
"Non-Personnel","Supplies","Supplies","Building Materials","511081"
"Non-Personnel","Supplies","Supplies","Cabinets/Body Comp-Motive","511124"
"Non-Personnel","Supplies","Supplies","Cement & Aggregates","511091"
"Non-Personnel","Supplies","Supplies","Chemicals","511032"
"Non-Personnel","Supplies","Supplies","Chem, Lab, Medical Supplies","511135"
"Non-Personnel","Supplies","Supplies","Chem & Organic Fertilizer","511025"
"Non-Personnel","Supplies","Supplies","Cleaning & Janitorial Supplies","511034"
"Non-Personnel","Supplies","Supplies","Computer Accessories","511048"
"Non-Personnel","Supplies","Supplies","Consumable Tools","511108"
"Non-Personnel","Supplies","Supplies","Copier Paper","511117"
"Non-Personnel","Supplies","Supplies","Copy Machine Supplies","511020"
"Non-Personnel","Supplies","Supplies","District Mailings","511019"
"Non-Personnel","Supplies","Supplies","Drafting & Photo","511013"
"Non-Personnel","Supplies","Supplies","Dry Goods/Wearing Apparel","511041"
"Non-Personnel","Supplies","Supplies","Electrical Comp-Motive","511122"
"Non-Personnel","Supplies","Supplies","Electrical Materials","511082"
"Non-Personnel","Supplies","Supplies","Fasteners","511049"
"Non-Personnel","Supplies","Supplies","Fibre Products","511055"
"Non-Personnel","Supplies","Supplies","Filter Media","511035"
"Non-Personnel","Supplies","Supplies","Fire Containment Fixtures","511030"
"Non-Personnel","Supplies","Supplies","Fish","511038"
"Non-Personnel","Supplies","Supplies","Food Products","511039"
"Non-Personnel","Supplies","Supplies","Garden Nur Container","511027"
"Non-Personnel","Supplies","Supplies","Garden Nur Stock","511028"
"Non-Personnel","Supplies","Supplies","Gift Shop Supplies","511064"
"Non-Personnel","Supplies","Supplies","Hardware-Motive Fitting","511123"
"Non-Personnel","Supplies","Supplies","Heating Units","511104"
"Non-Personnel","Supplies","Supplies","Hose","511054"
"Non-Personnel","Supplies","Supplies","HVAC Materials & Parts","511106"
"Non-Personnel","Supplies","Supplies","Ink","511120"
"Non-Personnel","Supplies","Supplies","Interoffice Mail","511023"
"Non-Personnel","Supplies","Supplies","Inventory Purchases","511036"
"Non-Personnel","Supplies","Supplies","Kitchen Supplies","511040"
"Non-Personnel","Supplies","Supplies","Large Tools","511110"
"Non-Personnel","Supplies","Supplies","Library Catalog","511042"
"Non-Personnel","Supplies","Supplies","Library Pool","511018"
"Non-Personnel","Supplies","Supplies","Library Promo Prog Supplies","511045"
"Non-Personnel","Supplies","Supplies","Lighting Fixtures","511072"
"Non-Personnel","Supplies","Supplies","Locks & Security Hardware","511087"
"Non-Personnel","Supplies","Supplies","Low Value Assets","511137"
"Non-Personnel","Supplies","Supplies","Major Components-Motive","511127"
"Non-Personnel","Supplies","Supplies","Materials Billed","511057"
"Non-Personnel","Supplies","Supplies","Medical Supplies","511033"
"Non-Personnel","Supplies","Supplies","Metal Plates","511118"
"Non-Personnel","Supplies","Supplies","Meter Repair Parts","511097"
"Non-Personnel","Supplies","Supplies","Mgr 4Th Qtr Adjust","511130"
"Non-Personnel","Supplies","Supplies","Micrographic Supplies","511021"
"Non-Personnel","Supplies","Supplies","Office Supplies","511010"
"Non-Personnel","Supplies","Supplies","Official Forms & Documents","511022"
"Non-Personnel","Supplies","Supplies","Oils & Lubricants","511094"
"Non-Personnel","Supplies","Supplies","Operating Supplies","511024"
"Non-Personnel","Supplies","Supplies","Other Machine Parts","511053"
"Non-Personnel","Supplies","Supplies","Other Materials","511136"
"Non-Personnel","Supplies","Supplies","Other Misc Supplies","511058"
"Non-Personnel","Supplies","Supplies","Other Repair & Maint Supplies","511095"
"Non-Personnel","Supplies","Supplies","Other Safety Supplies","511062"
"Non-Personnel","Supplies","Supplies","Padding Supplies","511112"
"Non-Personnel","Supplies","Supplies","Paint, Oil, Glass","511084"
"Non-Personnel","Supplies","Supplies","Periodicals","511015"
"Non-Personnel","Supplies","Supplies","Photo Film And Development","511119"
"Non-Personnel","Supplies","Supplies","Photographic Chemicals","511114"
"Non-Personnel","Supplies","Supplies","Pipe Fittings Etc","511086"
"Non-Personnel","Supplies","Supplies","Plumbing Fixtures","511085"
"Non-Personnel","Supplies","Supplies","Postage/Mailing","511011"
"Non-Personnel","Supplies","Supplies","Press Blankets","511121"
"Non-Personnel","Supplies","Supplies","Press Chemicals","511115"
"Non-Personnel","Supplies","Supplies","Program Phaseout","511128"
"Non-Personnel","Supplies","Supplies","Pumps-Capitalized","511056"
"Non-Personnel","Supplies","Supplies","Pumps-Non Capitalized","511052"
"Non-Personnel","Supplies","Supplies","Raw Materials-Motive Fitting","511125"
"Non-Personnel","Supplies","Supplies","Recording Supplies","511016"
"Non-Personnel","Supplies","Supplies","Recreation Supplies","511059"
"Non-Personnel","Supplies","Supplies","Recyclable Materials Containers","511031"
"Non-Personnel","Supplies","Supplies","Safety Awards","511061"
"Non-Personnel","Supplies","Supplies","Service Pins","511063"
